"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A nonlinear dynamics model of binocular rivalry and cognitive multistability","https://scispace.com/paper/a-nonlinear-dynamics-model-of-binocular-rivalry-and-4iy3r25vne","2003","Proceedings Article","Systems, Man and Cybernetics","N. Furstenau","10.1109/ICSMC.2003.1244556","","A nonlinear dynamics model of cognitive multistability is described based on the formal framework of Synergetics The perception state is treated as a macroscopic order parameter /spl nu/(t) which is formalized as the phase variable of a recursive cosinuidal map The time behavior of the spontaneous transitions between different percepts is controlled by two parameters /spl mu/=difference of meaning and G(t)=attention The cosinuidal map can be represented by an interferometric equivalent circuit with nonlinear feedback (gain /spl sim/G, fringe contrast /spl mu/, delay T, damping time constant /spl tau/) The time variation of G is assumed to be slow as compared to T For /spl tau//T<<1 the coupled dynamics of the perception state /spl nu/(t) and the attention parameter G(t) leads to quasiperiodic transitions between chaotic attractors The model can be related to the belief adjustment model of Hogarth&Einhorn which supports the view of perceptual reversals to be more closely related to the expression of behavior than to passive sensory responses","In this paper, a nonlinear dynamics model of cognitive multistability is described based on the formal framework of synergetics, where the perception state is treated as a macroscopic order parameter /spl nu/(t) which is formalized as the phase variable of a recursive cosinuidal map."
"Neural Networks Trained on Natural Scenes Exhibit Gestalt Closure","https://scispace.com/paper/neural-networks-trained-on-natural-scenes-exhibit-gestalt-m9dtv1uabq","2021","Journal Article","","Been Kim
Emily Reif
Martin Wattenberg
Samy Bengio
Michael C. Mozer","10.1007/S42113-021-00100-7","","The Gestalt laws of perceptual organization, which describe how visual elements in an image are grouped and interpreted, have traditionally been thought of as innate. Given past research showing that these laws have ecological validity, we investigate whether deep learning methods infer Gestalt laws from the statistics of natural scenes. We examine the law of closure, which asserts that human visual perception tends to “close the gap” by assembling elements that can jointly be interpreted as a complete figure or object. We demonstrate that a state-of-the-art convolutional neural network, trained to classify natural images, exhibits closure on synthetic displays of edge fragments, as assessed by similarity of internal representations. This finding provides further support for the hypothesis that the human perceptual system is even more elegant than the Gestaltists imagined: a single law—adaptation to the statistical structure of the environment—might suffice as fundamental.","It is demonstrated that a state-of-the-art convolutional neural network, trained to classify natural images, exhibits closure on synthetic displays of edge fragments, as assessed by similarity of internal representations, support for the hypothesis that the human perceptual system is even more elegant than the Gestaltists imagined."
"The representational geometry of images and concepts in perception and memory","https://scispace.com/paper/the-representational-geometry-of-images-and-concepts-in-31z9rb8q","2022","Journal Article","Journal of Vision","Adva Shoham
Idan Grosbard
Yoav Ger
Shira Kossovsky
Tal Barnahor
Galit Yovel","10.1167/jov.22.14.3889","","Recognition depends on matching a perceptual representation of a stimulus to its representation in memory. Nevertheless, the representation in memory differs from the perceptual representation in several ways. The representation in memory is more abstract to enable generalization across different appearances of familiar categories. Secondly, the representation in memory is not purely perceptual but is associated with conceptual information. Thus, in the current study we asked how similar are the representations of the same stimuli in perception and memory? To examine the perceptual representations, the visual similarity of face images was rated by participants who were familiar or unfamiliar with the identities. To examine the visual representation in memory participants were presented with names of the same familiar faces and rated their visual similarity. To examine the contribution of conceptual information, the same identities were rated based on their semantic similarity by participants who were familiar with them. Results show that semantic information contributed to the visual representation of faces in memory more than in perception, whereas visual information contributed to the visual representation in perception more than in memory. Furthermore, the representations of a deep neural network (DNN) that learns to classify faces based on their visual appearance (VGGface) were more correlated with human representations in perception than in memory, whereas the representations of a multi-modal DNN that learns the association between text and images (CLIP) were more correlated with human representations in memory than in perception. Interestingly, human visual representations in perception, but not in memory, are better predicted by both types of DNNs than either of them alone. We conclude that conceptual and perceptual information contribute differently to the representations of categories in perception and memory. This may account for the different types of errors that are typically committed in perception and memory tasks. ","In this paper , the representations of the same stimuli in perception and memory were compared and it was found that the representation in memory is more abstract to enable generalization across different appearances of familiar categories."
"Object recognition can drive motion perception","https://scispace.com/paper/object-recognition-can-drive-motion-perception-5e8v46mjjw","1998","Journal Article","Nature","Vilayanur S. Ramachandran
K. Carrie Armel
Christopher N. Foster
R. Stoddard","10.1038/27573","","When two spatially separated spots of light are flashed in rapid succession, apparent motion is seen between them1,2,3. We extended this phenomenon by photographing a face and producing from it a fragmented ‘puzzle picture’ or ‘Mooney face’ in which the face is not initially visible (Fig. 1, left; frame 1) but is seen after 15 to 60 seconds4. Another photograph of the same face seen in profile was used to produce a second Mooney face (Fig. 1, right; frame 2). When the two images were alternated, naive subjects at first saw random, incoherent, two-dimensional (2D) motion between the fragments. But once the face was recognized, it was perceived to rotate unambiguously in three dimensions. We conclude that complex image tokens set up by perceptual learning can drive perception of apparent motion.","It is concluded that complex image tokens set up by perceptual learning can drive perception of apparent motion in a fragmented ‘puzzle picture’ or ‘Mooney face’."
"Do recognizable figures enjoy an advantage in binocular rivalry","https://scispace.com/paper/do-recognizable-figures-enjoy-an-advantage-in-binocular-58di7is9mt","1992","Journal Article","Journal of Experimental Psychology: Human Perception and Performance","Karen Yu
Randolph Blake","10.1037//0096-1523.18.4.1158","","Five experiments examined whether recognizable stimuli predominate in binocular rivalry. It was found that a face predominated more than did a pattern equated for spatial frequency, luminance, and contrast; an objective reaction time procedure confirmed predominance of the face. The face was still liable to fragmentation as stimulus size increased. Observers tracked exclusive dominance of a picture of a camouflaged figure (a Dalmatian dog) prior to and then following discovery of the figure's presence; control observers received the same protocol with a scrambled version of the dog stimulus. Compared with control results, predominance of the dog picture was higher even before observers knew of the camouflaged figure. Inversion of the dog figure reduced its predominance. Binocular rivalry is sensitive to object-related, configural properties of a stimulus.","The authors found that a face predominated more than did a pattern equated for spatial frequency, luminance, and contrast; an objective reaction time procedure confirmed predominance of the face."
"Idiosyncratic perception: a link between acuity, perceived position and apparent size.","https://scispace.com/paper/idiosyncratic-perception-a-link-between-acuity-perceived-23gcgw4h2t","2020","Journal Article","Proceedings of The Royal Society B: Biological Sciences","Zixuan Wang
Yuki Murai
Yuki Murai
Yuki Murai
David Whitney
David Whitney","10.1098/RSPB.2020.0825","","Perceiving the positions of objects is a prerequisite for most other visual and visuomotor functions, but human perception of object position varies from one individual to the next. The source of these individual differences in perceived position and their perceptual consequences are unknown. Here, we tested whether idiosyncratic biases in the underlying representation of visual space propagate across different levels of visual processing. In Experiment 1, using a position matching task, we found stable, observer-specific compressions and expansions within local regions throughout the visual field. We then measured Vernier acuity (Experiment 2) and perceived size of objects (Experiment 3) across the visual field and found that individualized spatial distortions were closely associated with variations in both visual acuity and apparent object size. Our results reveal idiosyncratic biases in perceived position and size, originating from a heterogeneous spatial resolution that carries across the visual hierarchy.","The results reveal idiosyncratic biases in perceived position and size, originating from a heterogeneous spatial resolution that carries across the visual hierarchy."
"Perceptual resolution of ambiguous neural representations for form and chromaticity.","https://scispace.com/paper/perceptual-resolution-of-ambiguous-neural-representations-3l13kfnkfr","2019","Journal Article","Journal of Vision","Emily Slezak
Andrew Coia
Steven K. Shevell","10.1167/19.13.5","","A coherent percept of our visual world is important for functioning. Ambiguities, however, are implicit in visual neural representations and must be resolved for stable perception of objects and scenes. Grouping processes can link multiple neurally ambiguous fragments across the visual field. Experiments here determined how multiple visual features of each fragment contribute to perceptual resolution of ambiguity by grouping. Chromatic interocular-switch rivalry, a technique for presenting competing dichoptic images, was used to induce ambiguous neural representations for equiluminant chromatic discs and gratings. Two dichoptic stimuli were presented simultaneously to measure the amount of time they both appeared the same in at least one feature domain. The two stimuli were grouped when they appeared to share ambiguous features such as color, orientation, and spatial frequency more often than chance. Experiments here tested whether unshared and unambiguous features impeded grouping of the ambiguous components. Overall, the results show that grouping can be driven by neural ambiguity that is common for fragments across the visual field, even when the fragments also have other unshared, unambiguous features.","Overall, the results show that grouping can be driven by neural ambiguity that is common for fragments across the visual field, even when the fragments also have other unshared, unambiguous features."
"Emergence of perceptual reorganisation from prior knowledge in human development and Convolutional Neural Networks","https://scispace.com/paper/emergence-of-perceptual-reorganisation-from-prior-knowledge-1dx2p5dn","2022","Posted Content","bioRxiv","G. A. Milne
M. Lisi
Aisha McLean
R. Zheng
Iris I. A. Groen
Tessa M. Dekker","10.1101/2022.11.21.517321","","The use of prior knowledge to guide perception is fundamental to human vision, especially under challenging viewing circumstances. Underpinning current theories of predictive coding, prior knowledge delivered to early sensory areas via cortical feedback connections can reshape perception of ambiguous stimuli, such as ‘two-tone’ images. Despite extensive interest and ongoing research into this process of perceptual reorganisation in the adult brain, it is not yet fully understood how or when the efficient use of prior knowledge for visual perception develops. Here we show for the first time that adult-like levels of perceptual reorganisation do not emerge until late childhood. We used a behavioural two-tone paradigm to isolate the effects of prior knowledge on visual perception in children aged 4 - 12 years and adults, and found a clear developmental progression in the perceptual benefit gained from informative cues. Whilst photo cueing reliably triggered perceptual reorganisation of two-tones for adults, 4- to 9-year-olds’ performed significantly poorer immediately after cueing than within-subject benchmarks of recognition. Young childens’ behaviour revealed perceptual biases towards local image features, as has been seen in image classification neural networks. We tested three such models (AlexNet, CorNet and NASNet) on two-tone classification, and while we found that network depth and recurrence may improve recognition, the best-performing network behaved similarly to young children. Our results reveal a prolonged development of prior-knowledge-guided vision throughout childhood, a process which may be central to other perceptual abilities that continue developing throughout childhood. This highlights the importance of effective reconciliation of signal and prediction for robust perception in both human and computational vision systems.","This article used a behavioural two-tone paradigm to isolate the effects of prior knowledge on visual perception in children aged 4 - 12 years and adults, and found a clear developmental progression in the perceptual benefit gained from informative cues."
"Trading robust representations for sample complexity through self-supervised visual experience","https://scispace.com/paper/trading-robust-representations-for-sample-complexity-through-24kyai1zfm","2018","Proceedings Article","Neural Information Processing Systems","Andrea Tacchetti
Stephen Voinea
Georgios Evangelopoulos","","","Learning in small sample regimes is among the most remarkable features of the human perceptual system. This ability is related to robustness to transformations, which is acquired through visual experience in the form of weak- or self-supervision during development. We explore the idea of allowing artificial systems to learn representations of visual stimuli through weak supervision prior to downstream supervised tasks. We introduce a novel loss function for representation learning using unlabeled image sets and video sequences, and experimentally demonstrate that these representations support one-shot learning and reduce the sample complexity of multiple recognition tasks. We establish the existence of a trade-off between the sizes of weakly supervised, automatically obtained from video sequences, and fully supervised data sets. Our results suggest that equivalence sets other than class labels, which are abundant in unlabeled visual experience, can be used for self-supervised learning of semantically relevant image embeddings.","The results suggest that equivalence sets other than class labels, which are abundant in unlabeled visual experience, can be used for self-supervised learning of semantically relevant image embeddings."
"Individual differences in processing stimulus dimensions: relation to selective processing abilities.","https://scispace.com/paper/individual-differences-in-processing-stimulus-dimensions-5ga8igp43k","1985","Journal Article","Attention Perception & Psychophysics","Thomas B. Ward","10.3758/BF03202880","","Three studies investigated individual differences in the tendency to process stimulus dimensions in a manner that is either primarily separable or integral. All employed a restricted classification task that allows participants to classify items on the basis of component dimensions (separable perception) or overall similarity (integral perception). Experiment 1 revealed that individual differences in the tendency to classify by dimensional structure versus similarity generalize to two types of stimuli (separate and moderately separable) which were thought to require different types of processing for the perception of their component dimensions. The study also indicated that individuals differ in their tendencies to increase the use of dimensional structure with more exposure to the stimuli. Experiment 2 revealed that both overall dimensional responding and the tendency to increase such responding with exposure to the stimuli were positively related to the ability to break stimuli into components, as measured by Embedded Figures Test performance. Experiment 3 also showed a relation between increased dimensional responding and performance on another selective processing task. The results are discussed in terms of their implications for understanding both individual differences in the processing of stimulus dimensions and the separable-integral perception distinction.","Three studies investigated individual differences in the tendency to process stimulus dimensions in a manner that is either primarily separable or integral using a restricted classification task that allows participants to classify items on the basis of component dimensions or overall similarity."
"Task and Object Learning in Visual Recognition","https://scispace.com/paper/task-and-object-learning-in-visual-recognition-37ebzkqedp","1991","Report","","Shimon Edelman
Heinrich H. Bülthoff
Erik Sklar","10.21236/ADA259961","","Human performance in object recognition changes with practice, even in the absence of feedback to the subject. The nature of the change can reveal important properties of the process of recognition. We report an experiment designed to distinguish between non-specific task learning and object- specific practice effects. The results of the experiment support the notion that learning through modification of object representations can be separated from less interesting effects of practice, if appropriate response measures (specifically, the coefficient of variation of response time over views of an object) are used. Furthermore, the results, obtained with computer-generated amoeba-like objects, corroborate previous findings regarding the development of canonical views and related phenomena with practice.","The results of the experiment support the notion that learning through modification of object representations can be separated from less interesting effects of practice, if appropriate response measures are used."
"Six Bottom-up Visual Modulating Areas are Valued by Observers after Having Viewed the Dalinian Image ‘The Invisible Man’: A Study Based on Ocular Fixations Analyses","https://scispace.com/paper/six-bottom-up-visual-modulating-areas-are-valued-by-51z9w9cazh5z","2024","Journal Article","Nanotechnology Perceptions","","10.62441/nano-ntp.v20is6.91","","Salvador Dalí painted several paintings in which there were ambiguous images. Also known as bistable images, paintings like ‘The invisible man’ have the characteristic of having two or more possible perceptions. That is to say that different visual percepts can be perceived while observing this image. In order to observe if six different constituent parts of the ‘invisible man’ have the same level of salience, 69 participants took part in an experiment in which they observed the mentioned dalinian bistable image in front of an eye-tracker device (60Hz.). Eye-movements recordings were analyzed to stablish the durations of ocular fixations made on the six areas that were chosen following the criterium of having the capability of operate as bottom-up perceptual modulating factors. The results show that ocular fixations have a different duration when comparing gazes made on each area. Eyes and hair parts were the more observed ones. It was concluded that there are areas that are more salient when looking at the bistable image in question. This fact can vindicate that constituent aspects of visual stimulus have an influence on the perception of the image itself.","A study using eye-tracking analyzes ocular fixations on Salvador Dalí's ""The Invisible Man"" image, revealing six bottom-up visual modulating areas with varying salience, with eyes and hair being the most observed."
"Conceptual Rather Than Perceptual Similarity Enables Generalization Across Perceptually Different Appearances of Familiarized Faces","https://scispace.com/paper/conceptual-rather-than-perceptual-similarity-enables-nal7y80cfxmm","","","","Maya Gotlieb
Naphtali Abudarham
Yarden Shir
Galit Yovel","10.31234/osf.io/p6d5j","","Face recognition is a challenging categorization task, as in many cases the variability between different images of the same identity may be larger than the variability between images of different identities. Nevertheless, humans excel in this task, in particular for faces they are familiar with. What type of learning and what is the nature of the representation of the learned identity that support such remarkable categorization ability? Here we propose that conceptual learning and the generation of a conceptual representation of the learned identity in memory enables this classification performance. First, we show that humans learn to link perceptually different faces to the same identity, if faces are learned with the same conceptual information. Next, we show that this conceptual learning does not generate a single perceptual representation of the different appearances of each identity. Instead, perceptually dissimilar images of the same identity remain separated in the perceptual space and are linked conceptually rather than perceptually. This conceptual representation of face identity is advantageous, as it enables generalization across perceptually dissimilar images of the same identity/category, without increasing false recognition of perceptually similar images of different identities. A similar conceptual mechanism may also apply to other familiar categories such as familiar voices or objects of expertise that involve fine discrimination of a homogenous sets of stimuli that are linked to unique conceptual information. Overall these findings highlight the importance of studying the contribution of both cognition and perception to face recognition.","Humans learn to recognize familiar faces through conceptual representation, linking perceptually different faces to a single identity, enabling generalization across dissimilar appearances without increasing false recognition of similar images of different identities."
