"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Data Availability Assessment"
"Perceptual reversal guided by integration between bottom-up input and top-down feedback over time course","https://scispace.com/paper/perceptual-reversal-guided-by-integration-between-bottom-up-57p7gs46mo","2014","Journal Article","Psychologia","KangWoo Lee","10.2117/PSYSOC.2014.12","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on top‑down feedback driving reversible ambiguous figure perception; lacks Mooney images, threshold measurements, hysteresis, pop‑out effects, or individual‑subject data.","A computational model of perceptual reversal alternating between two interpretations is presented. Initially, the model represents the ambiguous state of a reversible picture, such as the bistable face-vase image. The internal state of the network evolves to settle into a stable state, which corresponds to one of two alternatives. Top-down feedback proves a deciding factor in leading the system into a modeled perceptual state over the time course. At any given time, top-down input from temporal associative memory provides contextual modulation of bottom-up input in the network. The model accounts for the role of top-down knowledge in resolving perceptual ambiguity as well as reversibility from one state to another.",""
"Reconstructing a disambiguation sequence that forms perceptual memory of multistable displays via reverse correlation method: Bias onset perception but gently","https://scispace.com/paper/reconstructing-a-disambiguation-sequence-that-forms-1jd7w844","2023","Journal Article","Journal of Vision","Alexander Pastukhov
L. Kossmann
Claude Carbon","10.1167/jov.23.3.10","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses reverse‑correlation on bistable kinetic‑depth displays to infer perceptual memory; does not involve Mooney images, contrast thresholds, or pop‑out effects, and reports only aggregated results.","When multistable displays are presented intermittently with long blank intervals, their onset perception is determined by perceptual memory of multistable displays. We investigated when and how it is formed using a reverse correlation method and bistable kinetic depth effect displays. Each experimental block consisted of interleaved fully ambiguous probe and exogenously disambiguated prime displays. The purpose of the former was to “read out” the perceptual memory, whereas the latter contained purely random disambiguation sequences that were presented at the beginning of the prime display, throughout the entire presentation, or at the beginning and the end of the presentation. For each experiment and condition, we selected a subset of trials with disambiguation sequences that led to a change in perception of either the prime itself (sequences that modified perception) or the following fully ambiguous probe (sequences that modified perceptual memory). We estimated average disambiguation sequences for each participant using additive linear models. We found that an optimal sequence started at the onset with a moderate disambiguation against the previously dominant state (dominant perception for the previous probe) that gradually reduced until the display is fully ambiguous. We also show that the same sequence leads to an altered perception of the prime, indicating that perception and perceptual memory form at the same time. We suggest that perceptual memory is a consequence of an earlier evidence accumulation process and is informative about how the visual system treated ambiguity in the past rather than how it anticipates an uncertain future.",""
"Object recognition contributions to figure-ground organization: Operations on outlines and subjective contours","https://scispace.com/paper/object-recognition-contributions-to-figure-ground-2bl0xusxec","1994","Journal Article","Attention Perception & Psychophysics","Mary A. Peterson
Bradley S. Gibson","10.3758/BF03206951","https://scispace.com/pdf/object-recognition-contributions-to-figure-ground-2bl0xusxec.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on object recognition effects on figure‑ground organization using outlines and subjective contours; does not involve Mooney images, contrast thresholds, hysteresis, pop‑out, bistability, or individual‑subject psychophysical data.","In previous research, replicated here, we found that some object recognition processes influence figure-ground organization. We have proposed that these object recognition processes operate on edges (or contours)detected early in visual processing, rather than on regions. Consistent with this proposal, influences from object recognition on figure-ground organization were previously observed in both pictures and stereograms depicting regions of different luminance, but not in randomdot stereograms, where edges arise late in processing (Peterson & Gibson, 1993). In the present experiments, we examined whether or not two other types of contours—outlines and subjective contours—enable object recognition influences on figure-ground organization. For both types of contours we observed a pattern of effects similar to that originally obtained with luminance edges. The results of these experiments are valuable for distinguishing between alternative views of the mechanisms mediating object recognition influences on figure-ground organization. In addition, in both Experiments 1 and 2, fixated regions were seen as figure longer than nonfixated regions, suggesting that fixation location must be included among the variables relevant to figure-ground organization.",""
"Perceptual learning of contrast discrimination and its neural correlates in macaque V4 and V1","https://scispace.com/paper/perceptual-learning-of-contrast-discrimination-and-its-3ofo36rexv","2014","Dissertation","","Xing Chen","","https://scispace.com/pdf/perceptual-learning-of-contrast-discrimination-and-its-3ofo36rexv.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies contrast discrimination learning in macaque V4/V1, without Mooney images, hysteresis, pop‑out, bistability, or subject‑by‑subject psychophysical data.",".....................................................................................................vii Abbreviations ................................................................................................................. viii List of tables ...................................................................................................................... x List of figures ................................................................................................................. xvi Chapter 1: Contrast discrimination task .......................................................................... 1 Chapter 2: Roving task ............................................................................................... 117 Chapter 3: Flanker task ............................................................................................... 146 Chapter 4: Control tasks/ analyses .............................................................................. 190 Final discussion and further work ................................................................................. 205 Appendix A: Artifact removal from neuronal data ................................................. 213 Appendix B: Cross correlations between PSTH waveforms of channels............... 227 Appendix C: Characterisation of neuronal tuning properties ................................. 237 Acknowledgements ....................................................................................................... 240 References................................................................................................241",""
"Brain state and cortical layer-specific mechanisms underlying perception at threshold","https://scispace.com/paper/brain-state-and-cortical-layer-specific-mechanisms-1htspbsa3afp","2024","Journal Article","","Mitchell P. Morton
Sachira Denagamage
Isabel J. Blume
John H. Reynolds
Monika P. Jadi
Anirvan S. Nandy","10.7554/elife.91722.2","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies V4 neural activity, arousal, and layer‑specific responses during visual detection; does not involve Mooney images, contrast hysteresis, pop‑out, bistable perception, or individual‑subject psychophysics.","Identical stimuli can be perceived or go unnoticed across successive presentations, producing divergent behavioral outcomes despite similarities in sensory input. We sought to understand how fluctuations in behavioral state and cortical layer and cell-class specific neural activity underlie this perceptual variability. We analyzed physiological measurements of state and laminar electrophysiological activity in visual area V4 while monkeys were rewarded for correctly reporting a stimulus change at perceptual threshold. Hit trials were characterized by a behavioral state with heightened arousal, greater eye position stability, and enhanced decoding performance of stimulus identity from neural activity. Target stimuli evoked stronger responses in V4 in hit trials, and excitatory neurons in the superficial layers, the primary feed-forward output of the cortical column, exhibited lower variability. Feed-forward interlaminar population correlations were stronger in hits. Hit trials were further characterized by greater synchrony between the output layers of the cortex during spontaneous activity, while the stimulus-evoked period showed elevated synchrony in the feed-forward pathway. Taken together, these results suggest that a state of elevated arousal and stable retinal images allow enhanced processing of sensory stimuli, which contributes to hits at perceptual threshold. ",""
"Positive and negative hysteresis effects for the perception of geometric and emotional ambiguities","https://scispace.com/paper/positive-and-negative-hysteresis-effects-for-the-perception-46y3af8txo","2018","Journal Article","PLOS ONE","Emanuela Liaci
Andreas Fischer
Harald Atmanspacher
Markus Heinrichs
Ludger Tebartz van Elst
Jürgen Kornmeier","10.1371/JOURNAL.PONE.0202398","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses hysteresis paradigm on ambiguous faces and cubes, showing positive/negative hysteresis, but does not involve Mooney images, contrast thresholds, pop‑out effects, or individual‑subject reporting.","Aim The present study utilizes perceptual hysteresis effects to compare the ambiguity of Mona Lisa’s emotional face expression (high-level ambiguity) and of geometric cube stimuli (low-level ambiguity). Methods In two experiments we presented series of nine Mona Lisa variants and nine cube variants. Stimulus ambiguity was manipulated by changing Mona Lisa’s mouth curvature (Exp. 1) and the cubes’ back-layer luminance (Exp. 2). Each experiment consisted of three conditions, two with opposite stimulus presentation sequences with increasing and decreasing degrees of ambiguity, respectively, and a third condition with a random presentation sequence. Participants indicated happy or sad face percepts (Exp. 1) and alternative 3D cube percepts (Exp. 2) by key presses. We studied the influences of a priori perceptual biases (long-term memory) and presentation order (short-term memory) on perception. Results Perception followed sigmoidal functions of the stimulus ambiguity morphing parameters. The morphing parameter for the functions’ inflection points depended strongly on stimulus presentation order with similar effect sizes but different signs for the two stimulus types (positive hysteresis / priming for the cubes; negative hysteresis / adaptation for Mona Lisa). In the random conditions, the inflection points were located in the middle between those from the two directional conditions for the Mona Lisa stimuli. For the cube stimuli, they were superimposed on one sigmoidal function for the ordered condition. Discussion The hysteresis effects reflect the influence of short-term memory during the perceptual disambiguation of ambiguous sensory information. The effects for the two stimulus types are of similar size, explaining up to 34% of the perceptual variance introduced by the paradigm. We explain the qualitative difference between positive and negative hysteresis with adaptation for Mona Lisa and with priming for the cubes. In addition, the hysteresis paradigm allows a quantitative determination of the impact of adaptation and priming during the resolution of perceptual ambiguities. The asymmetric shifts of inflection points in the case of the cube stimuli is likely due to an a priori perceptual bias, reflecting an influence of long-term memory. Whether corresponding influences also exist for the Mona Lisa variants is so far unclear.",""
"Perceptual learning by mental imagery","https://scispace.com/paper/perceptual-learning-by-mental-imagery-2bludvzoo1","2008","Journal Article","Perception","Michael H. Herzog
Elisa M. Tartaglia
Laura Bamert
Fred W. Mast","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses mental imagery to induce perceptual learning; no Mooney images, contrast thresholds, hysteresis, pop‑out, bistability, or individual‑subject psychophysics reported.","In perceptual learning, performance improves when stimuli are presented over and over again. In a bisection task, for example, two vertical outer lines delineate an interval which is bisected by a centre line. Observers indicate whether this centre line is closer to the left or right outer line. Perceptual learning in this task is usually assumed to be mediated by smooth synaptic changes driven by the stimuli. Here, we show that perceptual learning can also occur via mental imagery, ie in the absence of physical stimulation. We presented only the two outer lines of the bisection stimulus and asked observers to imagine the centre line to be closer to the left or right outer line. Surprisingly, performance improved also in this task. Control experiments showed that this improvement of performance cannot be explained by unspecific aspects, such as adaptation to the experimental conditions, etc Hence, perceptual learning can occur without proper physical stimulation, possibly driven by top ^ down processing only.",""
"eLife assessment: The asymmetric transfers of visual perceptual learning determined by the stability of geometrical invariants","https://scispace.com/paper/elife-assessment-the-asymmetric-transfers-of-visual-185llpbbwa","2024","Peer Review","","S. P. Arun","10.7554/elife.93959.1.sa2","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on geometric invariants and neural network simulations; no Mooney images, contrast thresholds, hysteresis, pop‑out, bistability, or individual subject data.","We could recognize the dynamic world quickly and accurately benefiting from extracting invariance from highly variable scenes, and this process can be continuously optimized through visual perceptual learning. It is widely accepted that more stable invariants are prior to be perceived in the visual system. But how the structural stability of invariants affects the process of perceptual learning remains largely unknown. We designed three geometrical invariants with varying levels of stability for perceptual learning: projective (e.g., collinearity), affine (e.g., parallelism), and Euclidean (e.g., orientation) invariants, following the Klein’s Erlangen program. We found that the learning effects of low-stability invariants could transfer to those with higher stability, but not vice versa. To uncover the mechanism of the asymmetric transfers, we used deep neural networks to simulate the learning procedure and further discovered that more stable invariants were learned faster. Additionally, the analysis of the network’s weight changes across layers revealed that training on less stable invariants induced more changes in lower layers. These findings suggest that the process of perceptual learning in extracting different invariants is consistent with the Klein hierarchy of geometries and the relative stability of the invariants plays a crucial role in the mode of learning and generalization. ",""
"Common and shared mechanisms underlying the temporal dynamics of bi-stable perception","https://scispace.com/paper/common-and-shared-mechanisms-underlying-the-temporal-fe1tremo9f","2015","Journal Article","Journal of Vision","Teng Cao
Lan Wang
Sheng He","10.1167/15.12.273","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies bi‑stable perception dynamics across many stimulus types; no Mooney images, contrast thresholds, hysteresis, pop‑out, or individual‑subject data reported.","There are many forms of perceptual bi-stability where perceptual experience alternates between two (sometimes even more) different images or interpretations. The alternation could happen between different images (e.g., binocular rivalry, monocular rivalry, stimulus rivalry), different viewpoint perspectives (e.g., the Necker cube), different surface depth assignments (e.g., 3D Structure-from-Motion), or different levels of perceptual organization (e.g., moving plaids vs. component gratings). These diverse phenomena seem to have different temporal dynamics, some with slow and others with fast alternating rates. One previous study (Suzuki & Grabowecky, 2007) discovered that in binocular rivalry the dynamics of perceptual switches was profoundly altered by perceptual experience, that there were within-trial slowdown and a long-term speeding of binocular rivalry switch when observers viewed the binocular rivalry repeatedly over many days. In this study, we investigated whether such an experience-induced change in perceptual dynamics is unique to binocular rivalry or is general to many forms of bi-stability, and in addition, whether there is transfer of this long-term speeding-up of switch rate from a trained form of bi-stable perception to other untrained forms. Over a 10-day period, in a paradigm similar to Suzuki and Grabowecky (2007), subjects viewed their individually assigned form of bistable stimuli for 12 trials a day, with each trial lasting 30 seconds separated by 2 minutes rests. Results show a consistent within-trial slowdown as well as a day-to-day long-term speedup for all types of bi-stable stimuli tested. In addition, there was evidence of transfer of the long-term speeding from trained to untrained types of bi-stable stimuli. Overall, these results indicate that there are common (e.g., adaptation) and even shared neural mechanisms underlying the temporal dynamics of different forms of bi-stable perception. Meeting abstract presented at VSS 2015.",""
"Perceptual learning by mental imagery","https://scispace.com/paper/perceptual-learning-by-mental-imagery-45ggg40gax","2010","Journal Article","Journal of Vision","Michael H. Herzog
Elisa M. Tartaglia
Laura Bamert
Fred W. Mast","10.1167/9.8.855","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on mental imagery‑driven learning with bisection task; no Mooney images, contrast thresholds, hysteresis, pop‑out, bistable figures, or individual‑subject psychophysics reported.","In a bisection discrimination task, two vertical outer lines delineate an interval which is bisected by a centre line. Observers indicate whether this centre line is closer to the left or right outer line. Performance in this task improves strongly with training. This perceptual learning is usually assumed to be caused by synaptic changes which are mainly driven by the presentation of the stimuli. Here, we show that perceptual learning can also occur in the absence of physical stimulation via mental imagery. We presented only the two outer lines of the bisection stimulus and asked observers to imagine the centre line to be closer to the left or right outer line. Surprisingly, performance improved. Control experiments show that this improvement cannot be explained by unspecific aspects, such as adaptation to the experimental conditions. Hence, perceptual learning can occur without proper physical stimulation, driven by mental imagery",""
"Perceptual grouping in space and in space-time: An exercise in phenomenological psychophysics","https://scispace.com/paper/perceptual-grouping-in-space-and-in-space-time-an-exercise-2q2rrvena6","2003","","","Michael Kubovy
Sergei Gepshtein","10.4324/9781410608918-7","http://www.vcl.salk.edu/~gepshtein/KubovyGepshteinCMSC.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on spatial and spatiotemporal grouping, proximity effects, and phenomenological psychophysics; does not involve Mooney images, contrast thresholds, hysteresis, pop‑out, bistability, or individual‑subject psychophysical data.","The first two sections of this chapter are devoted to empirical and theoretical studies of grouping in space and in spacetime. In the first section we summarize recent research on grouping by proximity. We show that grouping by proximity can be modeled with a simple model that has few of the characteristics that one might expect of a Gestalt phenomenon. In the second section we (a) review the literature on the relation between grouping by spatial proximity and grouping by spatiotemporal proximity, and (b) summarize our research that shows that these two processes are inextricably entangled. The third section is meta-methodological. We do phenomenological psychophysics. Because the observers’ responses are based on phenomenal experiences, which are still in bad repute among psychologists, we conclude the chapter with an explication of the roots of such skeptical views, and show that they have limited validity.",""
"Alternation rate in perceptual bistability is maximal at and symmetric around equi<dominance","https://scispace.com/paper/alternation-rate-in-perceptual-bistability-is-maximal-at-and-3lm6v9tign","2010","Journal Article","Journal of Vision","Rubén Moreno-Bote
Asya Shpiro
John Rinzel
John Rinzel
Nava Rubin","10.1167/10.11.1","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses bistable stimulus alternation models; no Mooney images, contrast thresholds, or pop‑out; discusses symmetry rather than forward/backward hysteresis; lacks individual‑subject data.","When an ambiguous stimulus is viewed for a prolonged time, perception alternates between the different possible interpretations of the stimulus The alternations seem haphazard, but closer inspection of their dynamics reveals systematic properties in many bistable phenomena Parametric manipulations result in gradual changes in the fraction of time a given interpretation dominates perception, often over the entire possible range of zero to one The mean dominance durations of the competing interpretations can also vary over wide ranges (from less than a second to dozens of seconds or more), but finding systematic relations in how they vary has proven difficult Following the pioneering work of W J M Levelt (1968 )i n binocular rivalry, previous studies have sought to formulate a relation in terms of the effect of physical parameters of the stimulus, such as image contrast in binocular rivalry However, the link between external parameters and “stimulus strength” is not as obvious for other bistable phenomena Here we show that systematic relations readily emerge when the mean dominance durations are examined instead as a function of “percept strength,” as measured by the fraction of dominance time, and provide theoretical rationale for this observation For three different bistable phenomena, plotting the mean dominance durations of the two percepts against the fraction of dominance time resulted in complementary curves with near-perfect symmetry around equi-dominance (the point where each percept dominates half the time) As a consequence, the alternation rate reaches a maximum at equi-dominance We next show that the observed behavior arises naturally in simple double-well energy models and in neural competition models with cross-inhibition and input normalization Finally, we discuss the possibility that bistable perceptual switches reflect a perceptual “exploratory” strategy, akin to foraging behavior, which leads naturally to maximal alternation rate at equi-dominance if perceptual switches come with a cost",""
"Hysteresis in the dynamic perception of scenes and objects.","https://scispace.com/paper/hysteresis-in-the-dynamic-perception-of-scenes-and-objects-1rbzkw9etb","2014","Journal Article","Journal of Experimental Psychology: General","Sonia Poltoratski
Frank Tong","10.1037/A0037365","https://scispace.com/pdf/hysteresis-in-the-dynamic-perception-of-scenes-and-objects-1rbzkw9etb.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies hysteresis in scene/object perception using natural images; no Mooney images, contrast thresholds, pop‑out, bistable figures, or individual‑subject psychophysics reported.","Scenes and objects are effortlessly processed and integrated by the human visual system. Given the distinct neural and behavioral substrates of scene and object processing, it is likely that individuals sometimes preferentially rely on one process or the other when viewing canonical ""scene"" or ""object"" stimuli. This would allow the visual system to maximize the specific benefits of these 2 types of processing. It is less obvious which of these modes of perception would be invoked during naturalistic visual transition between a focused view of a single object and an expansive view of an entire scene, particularly at intermediate views that may not be assigned readily to either stimulus category. In the current study, we asked observers to report their online perception of such dynamic image sequences, which zoomed and panned between a canonical view of a single object and an entire scene. We found a large and consistent effect of prior perception, or hysteresis, on the classification of the sequence: observers classified the sequence as an object for several seconds longer if the trial started at the object view and zoomed out, whereas scenes were perceived for longer on trials beginning with a scene view. This hysteresis effect resisted several manipulations of the movie stimulus and of the task performed, but hinged on the perceptual history built by unidirectional progression through the image sequence. Multiple experiments confirmed that this hysteresis effect was not purely decisional and was more prominent for transitions between corresponding objects and scenes than between other high-level stimulus classes. This finding suggests that the competitive mechanisms underlying hysteresis may be especially prominent in the perception of objects and scenes. We propose that hysteresis aids in disambiguating perception during naturalistic visual transitions, which may facilitate a dynamic balance between scene and object processing to enhance processing efficiency.",""
"Perception of Mooney faces by young infants: the role of local feature visibility, contrast polarity, and motion","https://scispace.com/paper/perception-of-mooney-faces-by-young-infants-the-role-of-42145jqj8d","2012","Journal Article","Journal of Experimental Child Psychology","Yumiko Otsuka
Harold C Hill
So Kanazawa
Masami K. Yamaguchi
Branka Spehar","10.1016/J.JECP.2010.10.014","https://www.academia.edu/download/39952270/Perception_of_Mooney_faces_by_young_infa20151112-2490-qguxet.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies infant detection of Mooney faces; focuses on feature visibility, contrast polarity, and motion, without training effects, threshold/hysteresis measures, pop‑out, bistability, or individual‑subject data.","",""
"Linking perceptual learning with identical stimuli to imagery perceptual learning","https://scispace.com/paper/linking-perceptual-learning-with-identical-stimuli-to-3t9vutsrox","2015","Journal Article","Journal of Vision","Lukasz Grzeczkowski
Elisa M. Tartaglia
Fred W. Mast
Michael H. Herzog","10.1167/15.10.13","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on identical‑stimulus and imagery learning; no Mooney images, contrast thresholds, hysteresis, pop‑out, bistability, or individual‑subject data reported.","Perceptual learning is usually thought to be exclusively driven by the stimuli presented during training (and the underlying synaptic learning rules). In some way, we are slaves of our visual experiences. However, learning can occur even when no stimuli are presented at all. For example, Gabor contrast detection improves when only a blank screen is presented and observers are asked to imagine Gabor patches. Likewise, performance improves when observers are asked to imagine the nonexisting central line of a bisection stimulus to be offset either to the right or left. Hence, performance can improve without stimulus presentation. As shown in the auditory domain, performance can also improve when the very same stimulus is presented in all learning trials and observers were asked to discriminate differences which do not exist (observers were not told about the set up). Classic models of perceptual learning cannot handle these situations since they need proper stimulus presentation, i.e., variance in the stimuli, such as a left versus right offset in the bisection stimulus. Here, we show that perceptual learning with identical stimuli occurs in the visual domain, too. Second, we linked the two paradigms by telling observers that only the very same bisection stimulus was presented in all trials and asked them to imagine the central line to be offset either to the left or right. As in imagery learning, performance improved.",""
"Changes in the magnitude of simultaneous brightness contrast as a function of extended practice","https://scispace.com/paper/changes-in-the-magnitude-of-simultaneous-brightness-contrast-3vcnmj486r","1972","Journal Article","Attention Perception & Psychophysics","Kendon Smith
Marilyn Guilkey","10.3758/BF03212687","https://scispace.com/pdf/changes-in-the-magnitude-of-simultaneous-brightness-contrast-3vcnmj486r.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies simultaneous brightness contrast changes with practice; no Mooney images, thresholds, hysteresis, pop‑out, bistability, or individual‑subject psychophysical data.","In 35 sessions of 10 trials apiece, each of eight Ss viewed and judged a display which produced simultaneous brightness contrast. All Ss were given an instructional set toward realistic perception. Members of one subgroup were informed as to the magnitude of their judgments; members of another were not. For every S, there occurred highly significant changes in magnitude of simultaneous brightness contrast over time. There were wide individual differences in the nature of the changes, not all of which were decremental. No significant differences were found as between informed and noninformed groups. The results are viewed as giving limited support to the notion of learning in the perception of simultaneous brightness contrast.",""
"Lightness differences and the perceived segregation of regions and populations","https://scispace.com/paper/lightness-differences-and-the-perceived-segregation-of-42zwl4d9cn","1991","Journal Article","Attention Perception & Psychophysics","Jacob Beck
Norma Graham
Anne Sutter","10.3758/BF03214310","https://link.springer.com/content/pdf/10.3758/BF03214310.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on lightness‑based region vs. population segregation, unrelated to Mooney images, contrast thresholds, hysteresis, pop‑out, bistability, or individual psychophysical data.","A striking finding reported by Beck, Sutter, and Ivry (1987) was that, in textures composed of regions differentiated by the arrangement (checks and stripes) of two texture elements (light and dark squares), a large lightness difference between the squares could fail to yield segregation between the regions, whereas a smaller lightness difference could sometimes yield strong segregation. In the experiments reported here, we compared the segregation of striped and checked arrangements of light and dark squares into regions with the segregation of two randomly interspersed populations of light and dark squares into subpopuiations. Perceived lightnesses are the same for a given set of squares, whether they are arranged in regions or in intermixed populations. Perceived population segregation is approximately a single-valued function of the lightness differences of the squares, but perceived region segregation is not. The reason for the difference between population segregation and region segregation may be that region segregation is mediated by detectors’ having large oriented receptive fields (large bar detectors) that are sensitive to the fundamental spatial frequency and orientation of the texture region as defined by the arrangement of the squares (Beck et al., 1987; Sutter, Beck, & Graham, 1989). These detectors cannot be responsible for population segregation, because the light and dark squares are distributed randomly throughout these patterns and therefore do not define a consistent arrangement of any particular spatial frequency or orientation. The light and dark squares in the population patterns fall equally on excitatory and inhibitory regions of large bar detectors. A plausible explanation for population segregation is to suppose that the segregation is the result of similarity grouping of the light and dark squares.",""
"Striking deficiency in top-down perceptual reorganization of two-tone images in preschool children","https://scispace.com/paper/striking-deficiency-in-top-down-perceptual-reorganization-of-3x3e9d0ads","2007","Proceedings Article","International Conference on Development and Learning","Jennifer M. D. Yoon
Jonathan Winawer
Nathan Witthoft
Ellen M. Markman","10.1109/DEVLRN.2007.4354071","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Studies preschool children’s inability to reorganize two‑tone images; no training, thresholds, hysteresis, pop‑out, or individual psychophysical data reported.","Two-tone images (black and white transformations of gray-scale photographs) can be difficult for adult observers to recognize. However, following a brief presentation of the original photograph from which the two-tone image was created, adults experience rapid and long-lasting perceptual reorganization, such that after the initial presentation, the two-tone image becomes immediately and easily recognizable. Following a previously reported observation [1], we present evidence that, in contrast to the effortless recognition seen in adults, preschool-aged children are generally unable to recognize two-tone images even when the photograph is simultaneously available. When asked to draw corresponding parts of the photo and two-tone images, children often marked correct regions of the photo and nonsensical regions of the two-tone image. A control experiment showed that children are fully able to mark corresponding parts of two identical photographs. These results point to a dramatic lack of cue-driven perceptual reorganization in young children under conditions that trigger instant recognition in adults. We suggest that this robust phenomenon may provide a window into the development of top-down mechanisms of perceptual learning and consider interventions (e.g., |2-4]) that may improve young children's ability to use one image to reorganize another.",""
